relative_path,class_name,label_idx,split,is_human_made,is_water_related,is_vegetation_related,urban_density_proxy
Agriculture/123.jpg,Agriculture,0,train,0,0,1,0
Agriculture/124.jpg,Agriculture,0,train,0,0,1,0
Agriculture/125.jpg,Agriculture,0,train,0,0,1,0
Agriculture/126.jpg,Agriculture,0,train,0,0,1,0
Agriculture/127.jpg,Agriculture,0,train,0,0,1,0
Agriculture/128.jpg,Agriculture,0,train,0,0,1,0
Agriculture/129.jpg,Agriculture,0,val,0,0,1,0
Agriculture/130.jpg,Agriculture,0,train,0,0,1,0
Agriculture/131.jpg,Agriculture,0,val,0,0,1,0
Agriculture/132.jpg,Agriculture,0,train,0,0,1,0
Agriculture/133.jpg,Agriculture,0,train,0,0,1,0
Agriculture/134.jpg,Agriculture,0,train,0,0,1,0
Agriculture/135.jpg,Agriculture,0,val,0,0,1,0
Agriculture/136.jpg,Agriculture,0,train,0,0,1,0
Agriculture/137.jpg,Agriculture,0,train,0,0,1,0
Agriculture/138.jpg,Agriculture,0,train,0,0,1,0
Agriculture/139.jpg,Agriculture,0,test,0,0,1,0
Agriculture/140.jpg,Agriculture,0,train,0,0,1,0
Agriculture/141.jpg,Agriculture,0,train,0,0,1,0
Agriculture/142.jpg,Agriculture,0,train,0,0,1,0
Agriculture/143.jpg,Agriculture,0,train,0,0,1,0
Agriculture/144.jpg,Agriculture,0,train,0,0,1,0
Agriculture/145.jpg,Agriculture,0,train,0,0,1,0
Agriculture/146.jpg,Agriculture,0,train,0,0,1,0
Agriculture/147.jpg,Agriculture,0,train,0,0,1,0
Agriculture/148.jpg,Agriculture,0,train,0,0,1,0
Agriculture/149.jpg,Agriculture,0,train,0,0,1,0
Agriculture/150.jpg,Agriculture,0,train,0,0,1,0
Agriculture/151.jpg,Agriculture,0,train,0,0,1,0
Agriculture/152.jpg,Agriculture,0,train,0,0,1,0
Agriculture/153.jpg,Agriculture,0,train,0,0,1,0
Agriculture/154.jpg,Agriculture,0,train,0,0,1,0
Agriculture/155.jpg,Agriculture,0,train,0,0,1,0
Agriculture/156.jpg,Agriculture,0,train,0,0,1,0
Agriculture/157.jpg,Agriculture,0,val,0,0,1,0
Agriculture/158.jpg,Agriculture,0,train,0,0,1,0
Agriculture/159.jpg,Agriculture,0,train,0,0,1,0
Agriculture/160.jpg,Agriculture,0,val,0,0,1,0
Agriculture/161.jpg,Agriculture,0,test,0,0,1,0
Agriculture/162.jpg,Agriculture,0,test,0,0,1,0
Agriculture/163.jpg,Agriculture,0,train,0,0,1,0
Agriculture/164.jpg,Agriculture,0,train,0,0,1,0
Agriculture/165.jpg,Agriculture,0,train,0,0,1,0
Agriculture/166.jpg,Agriculture,0,train,0,0,1,0
Agriculture/167.jpg,Agriculture,0,test,0,0,1,0
Agriculture/168.jpg,Agriculture,0,train,0,0,1,0
Agriculture/169.jpg,Agriculture,0,train,0,0,1,0
Agriculture/170.jpg,Agriculture,0,train,0,0,1,0
Agriculture/171.jpg,Agriculture,0,val,0,0,1,0
Agriculture/172.jpg,Agriculture,0,train,0,0,1,0
Agriculture/173.jpg,Agriculture,0,train,0,0,1,0
Agriculture/174.jpg,Agriculture,0,train,0,0,1,0
Agriculture/175.jpg,Agriculture,0,train,0,0,1,0
Agriculture/176.jpg,Agriculture,0,train,0,0,1,0
Agriculture/177.jpg,Agriculture,0,train,0,0,1,0
Agriculture/178.jpg,Agriculture,0,train,0,0,1,0
Agriculture/179.jpg,Agriculture,0,train,0,0,1,0
Agriculture/180.jpg,Agriculture,0,train,0,0,1,0
Agriculture/181.jpg,Agriculture,0,train,0,0,1,0
Agriculture/182.jpg,Agriculture,0,train,0,0,1,0
Agriculture/183.jpg,Agriculture,0,train,0,0,1,0
Agriculture/184.jpg,Agriculture,0,train,0,0,1,0
Agriculture/185.jpg,Agriculture,0,train,0,0,1,0
Agriculture/186.jpg,Agriculture,0,train,0,0,1,0
Agriculture/187.jpg,Agriculture,0,train,0,0,1,0
Agriculture/188.jpg,Agriculture,0,test,0,0,1,0
Agriculture/189.jpg,Agriculture,0,train,0,0,1,0
Agriculture/190.jpg,Agriculture,0,val,0,0,1,0
Agriculture/191.jpg,Agriculture,0,train,0,0,1,0
Agriculture/192.jpg,Agriculture,0,test,0,0,1,0
Agriculture/193.jpg,Agriculture,0,train,0,0,1,0
Agriculture/194.jpg,Agriculture,0,train,0,0,1,0
Agriculture/195.jpg,Agriculture,0,train,0,0,1,0
Agriculture/196.jpg,Agriculture,0,train,0,0,1,0
Agriculture/197.jpg,Agriculture,0,train,0,0,1,0
Agriculture/198.jpg,Agriculture,0,train,0,0,1,0
Agriculture/199.jpg,Agriculture,0,train,0,0,1,0
Agriculture/200.jpg,Agriculture,0,train,0,0,1,0
Agriculture/201.jpg,Agriculture,0,val,0,0,1,0
Agriculture/202.jpg,Agriculture,0,val,0,0,1,0
Agriculture/203.jpg,Agriculture,0,train,0,0,1,0
Agriculture/204.jpg,Agriculture,0,train,0,0,1,0
Agriculture/205.jpg,Agriculture,0,train,0,0,1,0
Agriculture/206.jpg,Agriculture,0,val,0,0,1,0
Agriculture/207.jpg,Agriculture,0,val,0,0,1,0
Agriculture/208.jpg,Agriculture,0,train,0,0,1,0
Agriculture/209.jpg,Agriculture,0,train,0,0,1,0
Agriculture/210.jpg,Agriculture,0,train,0,0,1,0
Agriculture/211.jpg,Agriculture,0,train,0,0,1,0
Agriculture/212.jpg,Agriculture,0,train,0,0,1,0
Agriculture/213.jpg,Agriculture,0,train,0,0,1,0
Agriculture/214.jpg,Agriculture,0,train,0,0,1,0
Agriculture/215.jpg,Agriculture,0,train,0,0,1,0
Agriculture/216.jpg,Agriculture,0,train,0,0,1,0
Agriculture/217.jpg,Agriculture,0,test,0,0,1,0
Agriculture/218.jpg,Agriculture,0,test,0,0,1,0
Agriculture/219.jpg,Agriculture,0,train,0,0,1,0
Agriculture/220.jpg,Agriculture,0,train,0,0,1,0
Agriculture/221.jpg,Agriculture,0,train,0,0,1,0
Agriculture/222.jpg,Agriculture,0,train,0,0,1,0
Agriculture/223.jpg,Agriculture,0,train,0,0,1,0
Agriculture/224.jpg,Agriculture,0,train,0,0,1,0
Agriculture/225.jpg,Agriculture,0,test,0,0,1,0
Agriculture/226.jpg,Agriculture,0,train,0,0,1,0
Agriculture/227.jpg,Agriculture,0,train,0,0,1,0
Agriculture/228.jpg,Agriculture,0,train,0,0,1,0
Agriculture/229.jpg,Agriculture,0,train,0,0,1,0
Agriculture/230.jpg,Agriculture,0,train,0,0,1,0
Agriculture/231.jpg,Agriculture,0,val,0,0,1,0
Agriculture/232.jpg,Agriculture,0,train,0,0,1,0
Agriculture/233.jpg,Agriculture,0,train,0,0,1,0
Agriculture/234.jpg,Agriculture,0,train,0,0,1,0
Agriculture/235.jpg,Agriculture,0,train,0,0,1,0
Agriculture/236.jpg,Agriculture,0,train,0,0,1,0
Agriculture/237.jpg,Agriculture,0,train,0,0,1,0
Agriculture/238.jpg,Agriculture,0,train,0,0,1,0
Agriculture/239.jpg,Agriculture,0,train,0,0,1,0
Agriculture/240.jpg,Agriculture,0,train,0,0,1,0
Agriculture/241.jpg,Agriculture,0,test,0,0,1,0
Agriculture/242.jpg,Agriculture,0,test,0,0,1,0
Agriculture/243.jpg,Agriculture,0,val,0,0,1,0
Agriculture/244.jpg,Agriculture,0,val,0,0,1,0
Agriculture/245.jpg,Agriculture,0,train,0,0,1,0
Agriculture/246.jpg,Agriculture,0,train,0,0,1,0
Agriculture/247.jpg,Agriculture,0,train,0,0,1,0
Agriculture/248.jpg,Agriculture,0,train,0,0,1,0
Agriculture/249.jpg,Agriculture,0,train,0,0,1,0
Agriculture/250.jpg,Agriculture,0,train,0,0,1,0
Agriculture/251.jpg,Agriculture,0,train,0,0,1,0
Agriculture/252.jpg,Agriculture,0,val,0,0,1,0
Agriculture/253.jpg,Agriculture,0,val,0,0,1,0
Agriculture/254.jpg,Agriculture,0,train,0,0,1,0
Agriculture/255.jpg,Agriculture,0,train,0,0,1,0
Agriculture/256.jpg,Agriculture,0,train,0,0,1,0
Agriculture/257.jpg,Agriculture,0,train,0,0,1,0
Agriculture/258.jpg,Agriculture,0,train,0,0,1,0
Agriculture/259.jpg,Agriculture,0,train,0,0,1,0
Agriculture/260.jpg,Agriculture,0,train,0,0,1,0
Agriculture/261.jpg,Agriculture,0,train,0,0,1,0
Agriculture/262.jpg,Agriculture,0,train,0,0,1,0
Agriculture/263.jpg,Agriculture,0,train,0,0,1,0
Agriculture/264.jpg,Agriculture,0,train,0,0,1,0
Agriculture/265.jpg,Agriculture,0,train,0,0,1,0
Agriculture/266.jpg,Agriculture,0,train,0,0,1,0
Agriculture/267.jpg,Agriculture,0,train,0,0,1,0
Agriculture/268.jpg,Agriculture,0,train,0,0,1,0
Agriculture/269.jpg,Agriculture,0,train,0,0,1,0
Agriculture/270.jpg,Agriculture,0,val,0,0,1,0
Agriculture/271.jpg,Agriculture,0,test,0,0,1,0
Agriculture/272.jpg,Agriculture,0,train,0,0,1,0
Agriculture/273.jpg,Agriculture,0,train,0,0,1,0
Agriculture/274.jpg,Agriculture,0,test,0,0,1,0
Agriculture/275.jpg,Agriculture,0,train,0,0,1,0
Agriculture/276.jpg,Agriculture,0,train,0,0,1,0
Agriculture/277.jpg,Agriculture,0,test,0,0,1,0
Agriculture/278.jpg,Agriculture,0,train,0,0,1,0
Agriculture/279.jpg,Agriculture,0,train,0,0,1,0
Agriculture/280.jpg,Agriculture,0,train,0,0,1,0
Agriculture/281.jpg,Agriculture,0,train,0,0,1,0
Agriculture/282.jpg,Agriculture,0,train,0,0,1,0
Agriculture/283.jpg,Agriculture,0,test,0,0,1,0
Agriculture/284.jpg,Agriculture,0,train,0,0,1,0
Agriculture/285.jpg,Agriculture,0,train,0,0,1,0
Agriculture/286.jpg,Agriculture,0,train,0,0,1,0
Agriculture/287.jpg,Agriculture,0,train,0,0,1,0
Agriculture/288.jpg,Agriculture,0,train,0,0,1,0
Agriculture/289.jpg,Agriculture,0,val,0,0,1,0
Agriculture/290.jpg,Agriculture,0,train,0,0,1,0
Agriculture/291.jpg,Agriculture,0,train,0,0,1,0
Agriculture/292.jpg,Agriculture,0,train,0,0,1,0
Agriculture/293.jpg,Agriculture,0,train,0,0,1,0
Agriculture/294.jpg,Agriculture,0,train,0,0,1,0
Agriculture/295.jpg,Agriculture,0,train,0,0,1,0
Agriculture/296.jpg,Agriculture,0,test,0,0,1,0
Agriculture/297.jpg,Agriculture,0,train,0,0,1,0
Agriculture/298.jpg,Agriculture,0,train,0,0,1,0
Agriculture/299.jpg,Agriculture,0,train,0,0,1,0
Agriculture/300.jpg,Agriculture,0,train,0,0,1,0
Agriculture/301.jpg,Agriculture,0,train,0,0,1,0
Agriculture/302.jpg,Agriculture,0,train,0,0,1,0
Agriculture/303.jpg,Agriculture,0,train,0,0,1,0
Agriculture/304.jpg,Agriculture,0,train,0,0,1,0
Agriculture/305.jpg,Agriculture,0,train,0,0,1,0
Agriculture/306.jpg,Agriculture,0,train,0,0,1,0
Agriculture/307.jpg,Agriculture,0,train,0,0,1,0
Agriculture/308.jpg,Agriculture,0,train,0,0,1,0
Agriculture/309.jpg,Agriculture,0,test,0,0,1,0
Agriculture/310.jpg,Agriculture,0,train,0,0,1,0
Agriculture/311.jpg,Agriculture,0,train,0,0,1,0
Agriculture/312.jpg,Agriculture,0,train,0,0,1,0
Agriculture/313.jpg,Agriculture,0,train,0,0,1,0
Agriculture/314.jpg,Agriculture,0,test,0,0,1,0
Agriculture/315.jpg,Agriculture,0,train,0,0,1,0
Agriculture/316.jpg,Agriculture,0,test,0,0,1,0
Agriculture/317.jpg,Agriculture,0,train,0,0,1,0
Agriculture/318.jpg,Agriculture,0,train,0,0,1,0
Agriculture/319.jpg,Agriculture,0,train,0,0,1,0
Agriculture/320.jpg,Agriculture,0,train,0,0,1,0
Agriculture/321.jpg,Agriculture,0,train,0,0,1,0
Agriculture/322.jpg,Agriculture,0,train,0,0,1,0
Agriculture/323.jpg,Agriculture,0,train,0,0,1,0
Agriculture/324.jpg,Agriculture,0,train,0,0,1,0
Agriculture/325.jpg,Agriculture,0,train,0,0,1,0
Agriculture/326.jpg,Agriculture,0,train,0,0,1,0
Agriculture/327.jpg,Agriculture,0,train,0,0,1,0
Agriculture/328.jpg,Agriculture,0,train,0,0,1,0
Agriculture/329.jpg,Agriculture,0,train,0,0,1,0
Agriculture/330.jpg,Agriculture,0,train,0,0,1,0
Agriculture/331.jpg,Agriculture,0,val,0,0,1,0
Agriculture/332.jpg,Agriculture,0,train,0,0,1,0
Agriculture/333.jpg,Agriculture,0,train,0,0,1,0
Agriculture/334.jpg,Agriculture,0,train,0,0,1,0
Agriculture/335.jpg,Agriculture,0,train,0,0,1,0
Agriculture/336.jpg,Agriculture,0,train,0,0,1,0
Agriculture/337.jpg,Agriculture,0,train,0,0,1,0
Agriculture/338.jpg,Agriculture,0,test,0,0,1,0
Agriculture/339.jpg,Agriculture,0,train,0,0,1,0
Agriculture/340.jpg,Agriculture,0,test,0,0,1,0
Agriculture/341.jpg,Agriculture,0,train,0,0,1,0
Agriculture/342.jpg,Agriculture,0,train,0,0,1,0
Agriculture/343.jpg,Agriculture,0,train,0,0,1,0
Agriculture/344.jpg,Agriculture,0,val,0,0,1,0
Agriculture/345.jpg,Agriculture,0,train,0,0,1,0
Agriculture/346.jpg,Agriculture,0,test,0,0,1,0
Agriculture/347.jpg,Agriculture,0,train,0,0,1,0
Agriculture/348.jpg,Agriculture,0,val,0,0,1,0
Agriculture/349.jpg,Agriculture,0,train,0,0,1,0
Agriculture/350.jpg,Agriculture,0,train,0,0,1,0
Agriculture/351.jpg,Agriculture,0,train,0,0,1,0
Agriculture/352.jpg,Agriculture,0,train,0,0,1,0
Agriculture/353.jpg,Agriculture,0,train,0,0,1,0
Agriculture/354.jpg,Agriculture,0,train,0,0,1,0
Agriculture/355.jpg,Agriculture,0,train,0,0,1,0
Agriculture/356.jpg,Agriculture,0,train,0,0,1,0
Agriculture/357.jpg,Agriculture,0,train,0,0,1,0
Agriculture/358.jpg,Agriculture,0,train,0,0,1,0
Agriculture/359.jpg,Agriculture,0,train,0,0,1,0
Agriculture/360.jpg,Agriculture,0,train,0,0,1,0
Agriculture/361.jpg,Agriculture,0,train,0,0,1,0
Agriculture/362.jpg,Agriculture,0,train,0,0,1,0
Agriculture/363.jpg,Agriculture,0,train,0,0,1,0
Agriculture/364.jpg,Agriculture,0,train,0,0,1,0
Agriculture/365.jpg,Agriculture,0,train,0,0,1,0
Agriculture/366.jpg,Agriculture,0,train,0,0,1,0
Agriculture/367.jpg,Agriculture,0,test,0,0,1,0
Agriculture/368.jpg,Agriculture,0,train,0,0,1,0
Agriculture/369.jpg,Agriculture,0,train,0,0,1,0
Agriculture/370.jpg,Agriculture,0,train,0,0,1,0
Agriculture/371.jpg,Agriculture,0,train,0,0,1,0
Agriculture/372.jpg,Agriculture,0,train,0,0,1,0
Agriculture/373.jpg,Agriculture,0,train,0,0,1,0
Agriculture/374.jpg,Agriculture,0,train,0,0,1,0
Agriculture/375.jpg,Agriculture,0,train,0,0,1,0
Agriculture/376.jpg,Agriculture,0,train,0,0,1,0
Agriculture/377.jpg,Agriculture,0,val,0,0,1,0
Agriculture/378.jpg,Agriculture,0,train,0,0,1,0
Agriculture/379.jpg,Agriculture,0,val,0,0,1,0
Agriculture/380.jpg,Agriculture,0,test,0,0,1,0
Agriculture/381.jpg,Agriculture,0,train,0,0,1,0
Agriculture/382.jpg,Agriculture,0,train,0,0,1,0
Agriculture/383.jpg,Agriculture,0,train,0,0,1,0
Agriculture/384.jpg,Agriculture,0,train,0,0,1,0
Agriculture/385.jpg,Agriculture,0,test,0,0,1,0
Agriculture/386.jpg,Agriculture,0,test,0,0,1,0
Agriculture/387.jpg,Agriculture,0,train,0,0,1,0
Agriculture/388.jpg,Agriculture,0,test,0,0,1,0
Agriculture/389.jpg,Agriculture,0,train,0,0,1,0
Agriculture/390.jpg,Agriculture,0,test,0,0,1,0
Agriculture/391.jpg,Agriculture,0,train,0,0,1,0
Agriculture/392.jpg,Agriculture,0,val,0,0,1,0
Agriculture/393.jpg,Agriculture,0,test,0,0,1,0
Agriculture/394.jpg,Agriculture,0,train,0,0,1,0
Agriculture/395.jpg,Agriculture,0,train,0,0,1,0
Agriculture/396.jpg,Agriculture,0,train,0,0,1,0
Agriculture/397.jpg,Agriculture,0,train,0,0,1,0
Agriculture/398.jpg,Agriculture,0,val,0,0,1,0
Agriculture/399.jpg,Agriculture,0,train,0,0,1,0
Agriculture/400.jpg,Agriculture,0,train,0,0,1,0
Agriculture/401.jpg,Agriculture,0,train,0,0,1,0
Agriculture/402.jpg,Agriculture,0,val,0,0,1,0
Agriculture/403.jpg,Agriculture,0,train,0,0,1,0
Agriculture/404.jpg,Agriculture,0,train,0,0,1,0
Agriculture/405.jpg,Agriculture,0,train,0,0,1,0
Agriculture/406.jpg,Agriculture,0,train,0,0,1,0
Agriculture/407.jpg,Agriculture,0,val,0,0,1,0
Agriculture/408.jpg,Agriculture,0,train,0,0,1,0
Agriculture/409.jpg,Agriculture,0,train,0,0,1,0
Agriculture/410.jpg,Agriculture,0,train,0,0,1,0
Agriculture/411.jpg,Agriculture,0,train,0,0,1,0
Agriculture/412.jpg,Agriculture,0,train,0,0,1,0
Agriculture/413.jpg,Agriculture,0,train,0,0,1,0
Agriculture/414.jpg,Agriculture,0,test,0,0,1,0
Agriculture/415.jpg,Agriculture,0,train,0,0,1,0
Agriculture/416.jpg,Agriculture,0,train,0,0,1,0
Agriculture/417.jpg,Agriculture,0,train,0,0,1,0
Agriculture/418.jpg,Agriculture,0,train,0,0,1,0
Agriculture/419.jpg,Agriculture,0,val,0,0,1,0
Agriculture/420.jpg,Agriculture,0,train,0,0,1,0
Agriculture/421.jpg,Agriculture,0,train,0,0,1,0
Agriculture/422.jpg,Agriculture,0,train,0,0,1,0
Agriculture/423.jpg,Agriculture,0,train,0,0,1,0
Agriculture/424.jpg,Agriculture,0,train,0,0,1,0
Agriculture/425.jpg,Agriculture,0,train,0,0,1,0
Agriculture/426.jpg,Agriculture,0,train,0,0,1,0
Agriculture/427.jpg,Agriculture,0,train,0,0,1,0
Agriculture/428.jpg,Agriculture,0,val,0,0,1,0
Agriculture/429.jpg,Agriculture,0,train,0,0,1,0
Agriculture/430.jpg,Agriculture,0,train,0,0,1,0
Agriculture/431.jpg,Agriculture,0,train,0,0,1,0
Agriculture/432.jpg,Agriculture,0,train,0,0,1,0
Agriculture/433.jpg,Agriculture,0,train,0,0,1,0
Agriculture/434.jpg,Agriculture,0,train,0,0,1,0
Agriculture/435.jpg,Agriculture,0,train,0,0,1,0
Agriculture/436.jpg,Agriculture,0,train,0,0,1,0
Agriculture/437.jpg,Agriculture,0,train,0,0,1,0
Agriculture/438.jpg,Agriculture,0,train,0,0,1,0
Agriculture/439.jpg,Agriculture,0,train,0,0,1,0
Agriculture/440.jpg,Agriculture,0,train,0,0,1,0
Agriculture/441.jpg,Agriculture,0,train,0,0,1,0
Agriculture/442.jpg,Agriculture,0,train,0,0,1,0
Agriculture/443.jpg,Agriculture,0,train,0,0,1,0
Agriculture/444.jpg,Agriculture,0,train,0,0,1,0
Agriculture/445.jpg,Agriculture,0,train,0,0,1,0
Agriculture/446.jpg,Agriculture,0,train,0,0,1,0
Agriculture/447.jpg,Agriculture,0,train,0,0,1,0
Agriculture/448.jpg,Agriculture,0,train,0,0,1,0
Agriculture/449.jpg,Agriculture,0,train,0,0,1,0
Agriculture/450.jpg,Agriculture,0,train,0,0,1,0
Agriculture/451.jpg,Agriculture,0,train,0,0,1,0
Agriculture/452.jpg,Agriculture,0,train,0,0,1,0
Agriculture/453.jpg,Agriculture,0,train,0,0,1,0
Agriculture/454.jpg,Agriculture,0,train,0,0,1,0
Agriculture/455.jpg,Agriculture,0,test,0,0,1,0
Agriculture/456.jpg,Agriculture,0,test,0,0,1,0
Agriculture/457.jpg,Agriculture,0,train,0,0,1,0
Agriculture/458.jpg,Agriculture,0,train,0,0,1,0
Agriculture/459.jpg,Agriculture,0,train,0,0,1,0
Agriculture/460.jpg,Agriculture,0,test,0,0,1,0
Agriculture/461.jpg,Agriculture,0,test,0,0,1,0
Agriculture/462.jpg,Agriculture,0,test,0,0,1,0
Agriculture/463.jpg,Agriculture,0,train,0,0,1,0
